Episode,Timestep,X_Position,Y_Position,Rewards,Cumulative_Rewards,Motor1_Action,Motor2_Action,Motor3_Action,Motor4_Action,Motor5_Action,Motor6_Action,X_State,Y_State,Z_State,Y_Heading,Motor1_Pos,Motor2_Pos,Motor3_Pos,Motor4_Pos,Motor5_Pos,Motor6_Pos,Plate1,Plate2,Plate3,Plate4,Plate5,Plate6,Plate7
0,0,0.07972563803195953,-0.016693545505404472,0.27447107216071287,0.27447107216071287,0.11487540486373016,-0.801173500221487,0.29821082709731317,-0.6914282615685143,-0.26030283450380254,0.910827057803486,5.217749625444412,0.0,0.0,0.0,-0.013645224171540016,-0.010721247563352798,0.007797270955165692,-0.0009746588693957392,-0.007797270955165692,0.0009746588693957392,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0,1,0.05757574737071991,-0.002045462606474757,0.4199537636477491,0.6944248358084619,0.6950925306291833,0.4222159688064848,-0.5995884519527215,-0.13477059900976407,0.05614513458784942,-0.37981670926792366,7.972563803195953,10.778765380382538,-1.6693545505404472,0.20833779840297098,0.05750487329434706,-0.4844054580896686,0.2007797270955165,-0.39668615984405453,-0.14327485380116955,0.5536062378167641,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0,2,0.0584639236330986,-0.017435360699892044,0.456835959073014,1.151260794881476,0.05690710632955298,0.018002001579365157,-0.18784373902830898,0.6956178411328464,0.03919336461386247,0.20851756608477112,5.757574737071991,0.06313920021057129,1.4648082898929715,-0.07326362296624009,0.4113060428849902,0.2534113060428851,-0.37231968810916183,-0.08674463937621835,0.034113060428849984,-0.2270955165692008,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0,3,0.10211760550737381,-0.056977663189172745,0.1704908177733855,1.3217516126548614,0.20874355466411743,0.11750734976206378,0.8181565643199851,-0.913819038837592,0.9141759350278231,0.837037478335007,5.847031995654106,-0.07536038756370544,-1.5424519078806043,0.035949792938562236,0.022417153996101336,-0.003898635477582846,-0.14230019493177393,0.37037037037037046,-0.005847953216374324,0.10916179337231968,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0,4,0.09366285800933838,-0.0692635253071785,0.16359801081563627,1.4853496234704977,-0.2924178521522638,0.4847134838747347,0.42978406457506924,0.4390784187292107,0.2883768998374716,0.8723363831906972,10.211760550737381,-0.029036402702331543,-3.9507681503891945,0.3023655948811078,0.11403508771929816,0.06530214424951275,0.48830409356725135,-0.5682261208576997,0.5380116959064327,0.4951267056530215,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0,5,0.11452911049127579,0.06660836189985275,0.09120401571319081,1.5765536391836885,0.39595137446375994,-0.5251401813026306,-0.28373547505182195,-0.4113847861734985,-0.9407987720313669,-0.7078501456105493,9.366285800933838,0.04202127456665039,-1.2285862118005753,0.3129509319327544,-0.19103313840155944,0.2777777777777777,0.23586744639376223,0.20467836257309946,0.14327485380116967,0.5146198830409356,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0,6,0.11364017426967621,0.07310403883457184,0.2587902114847478,1.8353438506684363,0.16574438660219437,-0.6998569656414759,-0.5307518648877376,-0.9162747396233752,-0.2903682237764278,-0.07620244883606087,11.452911049127579,0.14748871326446533,13.587188720703125,-0.3763712340591962,0.23684210526315796,-0.3109161793372319,-0.14912280701754388,-0.22027290448343084,-0.5292397660818713,-0.41617933723196876,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0,7,0.09926030784845352,0.060099709779024124,0.09505154521028328,1.9303953958787197,0.4422171735226328,0.1815480712401658,-0.1769749075760476,0.9018863475223846,-0.039211928499312654,-0.862348223919509,11.36401742696762,-0.13007298111915588,0.6495676934719086,-0.2091578616778831,0.10233918128654973,-0.4249512670565302,-0.3079922027290448,-0.5487329434697856,-0.1764132553606238,-0.052631578947368474,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0,8,0.09011910110712051,0.025417577475309372,0.4348177609981423,2.365213156876862,0.5649706477937246,-0.4357052449690362,-0.8146670361352826,-0.47618165550403235,0.8692453896465413,-0.03124331664051061,9.926030784845352,0.003441423177719116,-1.3004329055547714,-0.3790440436019733,0.24951267056530213,0.0750487329434697,-0.16276803118908378,0.12280701754385959,-0.07017543859649122,-0.543859649122807,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0,9,0.11430200189352036,0.10014017671346664,0.0915043800847754,2.456717536961637,0.3016880427502131,-0.25660345653832195,-0.542005061990706,-0.6507700655769122,-0.627628895251614,-0.8060754139850215,9.011910110712051,-0.00854581594467163,-3.468213230371475,0.04330224715277764,0.3401559454191032,-0.25828460038986356,-0.4658869395711501,-0.2748538011695907,0.5263157894736843,-0.025341130604288553,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0,10,0.1090676560997963,0.0906660184264183,0.21601047792587813,2.6727280148875154,0.9640478781008475,-0.04180251083282904,-0.9538880256203337,0.8107133533446282,-0.7154846493817284,-0.08982264710363119,11.430200189352036,0.1335136592388153,7.472259923815727,-0.3761660411528633,0.19005847953216382,-0.14814814814814814,-0.30116959064327486,-0.35185185185185186,-0.3157894736842105,-0.4727095516569201,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0,11,0.10690784454345703,0.08106578141450882,0.37440799154954485,3.0471360064370603,-0.4619866380598052,0.16307644231414908,-0.6760223786854314,-0.5404464620548359,-0.9049412799697767,0.6260087030070038,10.90676560997963,-0.10088756680488586,-0.947415828704834,-0.2538684744762454,0.5808966861598441,-0.03801169590643272,-0.5935672514619883,0.46393762183235876,-0.4522417153996101,-0.06822612085769986,0.6,0.6,0.6,0.6,0.6,0.6,0.6
0,12,0.11905688792467117,0.09119417518377304,0.05806687725380069,3.105202883690861,0.4601138660998578,0.38262872458056196,-0.9085207197602894,0.37994191192208926,-0.3202410864456151,-0.9584866523173909,10.690784454345703,0.009740889072418213,-0.9600237011909485,-0.09639070803015512,-0.28752436647173485,0.10038986354775825,-0.3937621832358674,-0.3050682261208577,-0.5516569200779727,0.37329434697855746,0.6,0.6,0.6,0.6,0.6,0.6,0.6
